LineId,Time,Program,Content,EventId,EventTemplate,ParameterList
1185,07.27 10:23:46,chrome.exe *64,cat.hk.as.criteo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['cat.hk.as.criteo.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1186,07.27 10:23:46,chrome.exe *64,apac-tw-ad-track.aralego.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['apac-tw-ad-track.aralego.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1187,07.27 10:23:46,chrome.exe *64,"apac-tw-ad-track.aralego.com:80 close, 809 bytes sent, 502 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['apac-tw-ad-track.aralego.com:80', '809', '502', '<1 sec']"
1188,07.27 10:23:46,chrome.exe *64,apac-tw-ad-track.aralego.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['apac-tw-ad-track.aralego.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1189,07.27 10:23:46,chrome.exe *64,"apac-tw-ad-track.aralego.com:80 close, 810 bytes sent, 502 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['apac-tw-ad-track.aralego.com:80', '810', '502', '<1 sec']"
1190,07.27 10:23:46,chrome.exe *64,bs.serving-sys.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['bs.serving-sys.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1191,07.27 10:23:46,chrome.exe *64,bs.serving-sys.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['bs.serving-sys.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1192,07.27 10:23:46,chrome.exe *64,bs.serving-sys.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['bs.serving-sys.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1193,07.27 10:23:46,chrome.exe *64,ib.adnxs.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ib.adnxs.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1194,07.27 10:23:46,chrome.exe *64,dmp.eland-tech.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dmp.eland-tech.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1195,07.27 10:23:46,chrome.exe *64,"dmp.tenmax.io:443 close, 1262 bytes (1.23 KB) sent, 772 bytes received, lifetime <1 sec",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['dmp.tenmax.io:443', '1262', '1.23 KB', '772', '<1 sec']"
1196,07.27 10:23:46,chrome.exe *64,"apac-tw-ad-track.aralego.com:80 close, 809 bytes sent, 502 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['apac-tw-ad-track.aralego.com:80', '809', '502', '<1 sec']"
1197,07.27 10:23:46,chrome.exe *64,ad.doublemax.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ad.doublemax.net:80', 'proxy.cse.cuhk.edu.hk:5070']"
1198,07.27 10:23:46,chrome.exe *64,ad.doublemax.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ad.doublemax.net:80', 'proxy.cse.cuhk.edu.hk:5070']"
1199,07.27 10:23:46,chrome.exe *64,safebrowsing.googleapis.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['safebrowsing.googleapis.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1200,07.27 10:23:46,chrome.exe *64,safebrowsing.googleapis.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['safebrowsing.googleapis.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1201,07.27 10:23:46,chrome.exe *64,apac-tw-ad-track.aralego.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['apac-tw-ad-track.aralego.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1202,07.27 10:23:46,chrome.exe *64,apac-tw-ad-track.aralego.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['apac-tw-ad-track.aralego.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1203,07.27 10:23:46,chrome.exe *64,bs.serving-sys.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['bs.serving-sys.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1204,07.27 10:23:46,chrome.exe *64,"safebrowsing.googleapis.com:443 close, 473 bytes sent, 3876 bytes (3.78 KB) received, lifetime <1 sec",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['safebrowsing.googleapis.com:443', '473', '3876', '3.78 KB', '<1 sec']"
1205,07.27 10:23:46,chrome.exe *64,"apac-tw-ad-track.aralego.com:80 close, 810 bytes sent, 502 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['apac-tw-ad-track.aralego.com:80', '810', '502', '<1 sec']"
1206,07.27 10:23:46,chrome.exe *64,cs.adingo.jp:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['cs.adingo.jp:80', 'proxy.cse.cuhk.edu.hk:5070']"
1207,07.27 10:23:46,chrome.exe *64,as.amanad.adtdp.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['as.amanad.adtdp.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1208,07.27 10:23:46,chrome.exe *64,secure-ds.serving-sys.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['secure-ds.serving-sys.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1209,07.27 10:23:46,chrome.exe *64,image2.pubmatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['image2.pubmatic.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1210,07.27 10:23:46,chrome.exe *64,ads.yahoo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ads.yahoo.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1211,07.27 10:23:46,chrome.exe *64,dmp.eland-tech.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dmp.eland-tech.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1212,07.27 10:23:46,chrome.exe *64,"ads.yahoo.com:80 close, 1307 bytes (1.27 KB) sent, 154 bytes received, lifetime <1 sec",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['ads.yahoo.com:80', '1307', '1.27 KB', '154', '<1 sec']"
1213,07.27 10:23:46,chrome.exe *64,cm.g.doubleclick.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['cm.g.doubleclick.net:80', 'proxy.cse.cuhk.edu.hk:5070']"
1214,07.27 10:23:46,chrome.exe *64,agent.aralego.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['agent.aralego.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1215,07.27 10:23:46,chrome.exe *64,tw-gmtdmp.mookie1.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['tw-gmtdmp.mookie1.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1216,07.27 10:23:46,chrome.exe *64,tw-gmtdmp.mookie1.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['tw-gmtdmp.mookie1.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1217,07.27 10:23:46,chrome.exe *64,"agent.aralego.com:80 close, 817 bytes sent, 857 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['agent.aralego.com:80', '817', '857', '<1 sec']"
1218,07.27 10:23:46,chrome.exe *64,s-cm.send.microad.jp:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['s-cm.send.microad.jp:80', 'proxy.cse.cuhk.edu.hk:5070']"
1219,07.27 10:23:46,chrome.exe *64,s-cs.send.microad.jp:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['s-cs.send.microad.jp:80', 'proxy.cse.cuhk.edu.hk:5070']"
1220,07.27 10:23:46,chrome.exe *64,"apac-tw-ad-track.aralego.com:80 close, 810 bytes sent, 502 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['apac-tw-ad-track.aralego.com:80', '810', '502', '<1 sec']"
1221,07.27 10:23:46,chrome.exe *64,"apac-tw-ad-track.aralego.com:80 close, 809 bytes sent, 502 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['apac-tw-ad-track.aralego.com:80', '809', '502', '<1 sec']"
1222,07.27 10:23:46,chrome.exe *64,dis.criteo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dis.criteo.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1223,07.27 10:23:46,chrome.exe *64,"s-cm.send.microad.jp:80 close, 429 bytes sent, 439 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['s-cm.send.microad.jp:80', '429', '439', '<1 sec']"
1224,07.27 10:23:46,chrome.exe *64,"s-cs.send.microad.jp:80 close, 405 bytes sent, 316 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['s-cs.send.microad.jp:80', '405', '316', '<1 sec']"
1225,07.27 10:23:46,chrome.exe *64,x.bidswitch.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['x.bidswitch.net:80', 'proxy.cse.cuhk.edu.hk:5070']"
1226,07.27 10:23:46,chrome.exe *64,"apac-tw-ad-track.aralego.com:80 close, 809 bytes sent, 502 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['apac-tw-ad-track.aralego.com:80', '809', '502', '<1 sec']"
1227,07.27 10:23:46,chrome.exe *64,"apac-tw-ad-track.aralego.com:80 close, 810 bytes sent, 502 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['apac-tw-ad-track.aralego.com:80', '810', '502', '<1 sec']"
1228,07.27 10:23:46,chrome.exe *64,sync.outbrain.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['sync.outbrain.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1229,07.27 10:23:46,chrome.exe *64,usync.nexage.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['usync.nexage.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1230,07.27 10:23:47,chrome.exe *64,cosy.smaato.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['cosy.smaato.net:80', 'proxy.cse.cuhk.edu.hk:5070']"
1231,07.27 10:23:47,chrome.exe *64,pubs2-asia.creativecdn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pubs2-asia.creativecdn.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1232,07.27 10:23:47,chrome.exe *64,pubs2-asia.creativecdn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pubs2-asia.creativecdn.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1233,07.27 10:23:47,chrome.exe *64,dis.criteo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dis.criteo.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1234,07.27 10:23:47,chrome.exe *64,trc.taboola.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['trc.taboola.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1235,07.27 10:23:47,chrome.exe *64,pixel.rubiconproject.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pixel.rubiconproject.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1236,07.27 10:23:47,chrome.exe *64,sync.ad-stir.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['sync.ad-stir.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1237,07.27 10:23:47,chrome.exe *64,sync.aralego.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['sync.aralego.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1238,07.27 10:23:47,chrome.exe *64,sp.analytics.yahoo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['sp.analytics.yahoo.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1239,07.27 10:23:47,chrome.exe *64,us-u.openx.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['us-u.openx.net:80', 'proxy.cse.cuhk.edu.hk:5070']"
1240,07.27 10:23:47,chrome.exe *64,"kdpic.pchome.com.tw:443 close, 1011 bytes sent, 8218 bytes (8.02 KB) received, lifetime 00:03",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['kdpic.pchome.com.tw:443', '1011', '8218', '8.02 KB', '00:03']"
1241,07.27 10:23:47,chrome.exe *64,sync.outbrain.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['sync.outbrain.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1242,07.27 10:23:47,chrome.exe *64,ads.yahoo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ads.yahoo.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1243,07.27 10:23:47,chrome.exe *64,ads.yahoo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ads.yahoo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1244,07.27 10:23:47,chrome.exe *64,"ads.yahoo.com:80 close, 1307 bytes (1.27 KB) sent, 154 bytes received, lifetime <1 sec",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['ads.yahoo.com:80', '1307', '1.27 KB', '154', '<1 sec']"
1245,07.27 10:23:47,chrome.exe *64,agent.aralego.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['agent.aralego.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1246,07.27 10:23:47,chrome.exe *64,"agent.aralego.com:80 close, 817 bytes sent, 857 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['agent.aralego.com:80', '817', '857', '<1 sec']"
1247,07.27 10:23:47,chrome.exe *64,s-cm.send.microad.jp:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['s-cm.send.microad.jp:80', 'proxy.cse.cuhk.edu.hk:5070']"
1248,07.27 10:23:47,chrome.exe *64,s-cs.send.microad.jp:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['s-cs.send.microad.jp:80', 'proxy.cse.cuhk.edu.hk:5070']"
1249,07.27 10:23:47,chrome.exe *64,dmp.eland-tech.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dmp.eland-tech.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1250,07.27 10:23:47,chrome.exe *64,dmp.eland-tech.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dmp.eland-tech.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1251,07.27 10:23:47,chrome.exe *64,dmp.eland-tech.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dmp.eland-tech.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1252,07.27 10:23:47,chrome.exe *64,dis.criteo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dis.criteo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1253,07.27 10:23:47,chrome.exe *64,"s-cm.send.microad.jp:80 close, 429 bytes sent, 451 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['s-cm.send.microad.jp:80', '429', '451', '<1 sec']"
1254,07.27 10:23:47,chrome.exe *64,"s-cs.send.microad.jp:80 close, 405 bytes sent, 316 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['s-cs.send.microad.jp:80', '405', '316', '<1 sec']"
1255,07.27 10:23:47,chrome.exe *64,dis.criteo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dis.criteo.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1256,07.27 10:23:47,chrome.exe *64,dmp.eland-tech.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dmp.eland-tech.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1257,07.27 10:23:47,chrome.exe *64,"sync.aralego.com:80 close, 816 bytes sent, 860 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['sync.aralego.com:80', '816', '860', '<1 sec']"
1258,07.27 10:23:47,chrome.exe *64,cdn.innity.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['cdn.innity.net:80', 'proxy.cse.cuhk.edu.hk:5070']"
1259,07.27 10:23:47,chrome.exe *64,ads.yahoo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ads.yahoo.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1260,07.27 10:23:47,chrome.exe *64,sync.aralego.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['sync.aralego.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1261,07.27 10:23:47,chrome.exe *64,ums.adtech.de:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ums.adtech.de:80', 'proxy.cse.cuhk.edu.hk:5070']"
1262,07.27 10:23:47,chrome.exe *64,ums.adtech.de:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ums.adtech.de:80', 'proxy.cse.cuhk.edu.hk:5070']"
1263,07.27 10:23:47,chrome.exe *64,hm2.cnzz.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['hm2.cnzz.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1264,07.27 10:23:47,chrome.exe *64,dmp.eland-tech.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dmp.eland-tech.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
1265,07.27 10:23:47,chrome.exe *64,pplv.catchup.com.tw:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pplv.catchup.com.tw:80', 'proxy.cse.cuhk.edu.hk:5070']"
1266,07.27 10:23:47,chrome.exe *64,pplv.catchup.com.tw:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pplv.catchup.com.tw:80', 'proxy.cse.cuhk.edu.hk:5070']"
1267,07.27 10:23:47,chrome.exe *64,"t12.baidu.com:80 close, 1193 bytes (1.16 KB) sent, 5656 bytes (5.52 KB) received, lifetime 00:20",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['t12.baidu.com:80', '1193', '1.16 KB', '5656', '(5.52 KB', '00:20']"
1268,07.27 10:23:47,chrome.exe *64,m.doublemax.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['m.doublemax.net:443', 'proxy.cse.cuhk.edu.hk:5070']"
1269,07.27 10:23:47,chrome.exe *64,m.doublemax.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['m.doublemax.net:443', 'proxy.cse.cuhk.edu.hk:5070']"
1270,07.27 10:23:47,chrome.exe *64,"hm2.cnzz.com:80 close, 650 bytes sent, 254 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['hm2.cnzz.com:80', '650', '254', '<1 sec']"
1271,07.27 10:23:47,chrome.exe *64,"t12.baidu.com:80 close, 2386 bytes (2.33 KB) sent, 8679 bytes (8.47 KB) received, lifetime 00:20",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['t12.baidu.com:80', '2386', '2.33 KB', '8679', '(8.47 KB', '00:20']"
1272,07.27 10:23:47,chrome.exe *64,"t12.baidu.com:80 close, 5962 bytes (5.82 KB) sent, 22976 bytes (22.4 KB) received, lifetime 00:23",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['t12.baidu.com:80', '5962', '5.82 KB', '22976', '(22.4 KB', '00:23']"
1273,07.27 10:23:47,chrome.exe *64,"t12.baidu.com:80 close, 1193 bytes (1.16 KB) sent, 4151 bytes (4.05 KB) received, lifetime 00:20",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['t12.baidu.com:80', '1193', '1.16 KB', '4151', '(4.05 KB', '00:20']"
1274,07.27 10:23:47,chrome.exe *64,"s1.bdstatic.com:80 close, 781 bytes sent, 4487 bytes (4.38 KB) received, lifetime 00:20",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['s1.bdstatic.com:80', '781', '4487', '4.38 KB', '00:20']"
1275,07.27 10:23:47,chrome.exe *64,"t12.baidu.com:80 close, 4768 bytes (4.65 KB) sent, 26218 bytes (25.6 KB) received, lifetime 00:23",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['t12.baidu.com:80', '4768', '4.65 KB', '26218', '(25.6 KB', '00:23']"
1276,07.27 10:23:47,chrome.exe *64,"t12.baidu.com:80 close, 1193 bytes (1.16 KB) sent, 3924 bytes (3.83 KB) received, lifetime 00:20",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['t12.baidu.com:80', '1193', '1.16 KB', '3924', '(3.83 KB', '00:20']"
1277,07.27 10:23:47,chrome.exe *64,m.doublemax.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['m.doublemax.net:80', 'proxy.cse.cuhk.edu.hk:5070']"
1278,07.27 10:23:47,chrome.exe *64,pplv.catchup.com.tw:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pplv.catchup.com.tw:80', 'proxy.cse.cuhk.edu.hk:5070']"
1279,07.27 10:23:48,chrome.exe *64,"t12.baidu.com:80 close, 1193 bytes (1.16 KB) sent, 6518 bytes (6.36 KB) received, lifetime 00:21",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['t12.baidu.com:80', '1193', '1.16 KB', '6518', '(6.36 KB', '00:21']"
1280,07.27 10:23:48,chrome.exe *64,"t12.baidu.com:80 close, 4772 bytes (4.66 KB) sent, 30014 bytes (29.3 KB) received, lifetime 00:24",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['t12.baidu.com:80', '4772', '4.66 KB', '30014', '(29.3 KB', '00:24']"
1281,07.27 10:23:48,chrome.exe *64,"sync.aralego.com:80 close, 816 bytes sent, 860 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['sync.aralego.com:80', '816', '860', '00:01']"
1282,07.27 10:23:48,chrome.exe *64,lg.doublemax.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['lg.doublemax.net:80', 'proxy.cse.cuhk.edu.hk:5070']"
1283,07.27 10:23:48,chrome.exe *64,ib.adnxs.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ib.adnxs.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1284,07.27 10:23:48,chrome.exe *64,ib.adnxs.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ib.adnxs.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
1285,07.27 10:23:48,chrome.exe *64,ib.adnxs.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ib.adnxs.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
